Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Modernized standards in burns management: A comparative study in Komfo Anokye Teaching Hospital, Kumasi, Ghana","Agbenorku, P.","Background: Management of burns patients before May 2009 was very difficult at the Komfo Anokye Teaching Hospital (KATH). Aim: To compile burns patients' information in the new Burns Intensive Care Unit (BICU), analyze it and draw comparisons to information from the old BICU at KATH. Methods: This retrospective study involves data from May 2007 to April 2009 (Group 1-old BICU) and May 2009 to April 2011 (Group 2-new BICU). The parameters of burn patients recorded included: record of admission, gender, age, aetiology of injury, Total Burns Surface Area (TBSA), the patients' treatment regime and record of discharge/death. This information was analyzed with SPSS version 18.0. Results: The total number of patients in the study was 511; Group 1 constituted 47.36% (n = 242) patients; males (n = 307, 61%) outnumbering females (n = 204, 39%). The overall mean, median and interquartile range (IQR) ages of the patients were 12.4 ± 2; 9.5 and 18.0 years respectively. The main aetiology of burns in Group 1 was flame burns (n = 115, 47.5%) and for Group 2 was scald (n = 151, 56.1%). The median TBSA recorded for Groups 1 and 2 were 32% and 41% respectively. A mortality rate of 19.1% (n = 46) and 12.7% (n = 34) were recorded for Groups 1 and 2 respectively which was statistically significant (p < 0.05). We found no differences for age and TBSA (P = 0.7168 and P = 0.8020 respectively). A Chi Square analysis for gender and aetiology of burn revealed no significant difference between Groups 1 and 2. A risk factor analysis for mortality within the Groups (using multiple regression analysis) identified only aetiology of burn in Group 1 to be a factor (P = 0.044). Conclusion: This comparative study reveals that a significant difference in mortality was recorded for both groups. The mortality difference does not appear to be due to socio-demographic features. This study may demonstrate that modernized and advanced equipment with the adequate personnel play an essential role in burn management in low income countries such as Ghana. © 2012 Elsevier Ltd and ISBI. All rights reserved.",2013,,Burns,39,5,990-996,,10.1016/j.burns.2012.12.011,21108,#370,Agbenorku 2013,"",Burden; Burns
"Factors enhancing the control of Buruli ulcer in the Bomfa communities, Ghana","Agbenorku, P.; Agbenorku, M.; Amankwa, A.; Tuuli, L.; Saunderson, P.","This study examines factors that may enhance the control and holistic treatment of Buruli ulcer in an endemic area of the Ashanti Region in Ghana. A total of 189 Buruli ulcer patients from the Bomfa sub-district were treated at the Global Evangelical Mission Hospital, Apromase - Ashanti, Ghana, from January to December 2005. Diagnosis was based on clinical findings and confirmed by any two positives of Ziehl-Neelson test for acid fast bacilli, polymerase chain reaction and histopathology. Children up to age 14 made up 43.4% of the cases; male: female ratio was 3:2. The mean duration of hospitalization was 77 days and hospital stay was significantly correlated with the time spent at home with the disease prior to admission; also, 76.7% of the cases were late ulcers. Of the 189 patients, 145 (i.e. 76.7%) were treated with antibiotics and surgery which involved excision, skin grafting with or without contracture release. A follow-up survey after the introduction of the psychosocial approach recorded fewer (85) new Buruli ulcer (BU) cases of which, the majority (78.8%, 67) were nodules and only 21.2% (18) were ulcers. Health education plays a major role in the holistic treatment of BU. This paper proposes a further study in other endemic areas on the treatment of BU with emphasis on psychosocial approach for holistic treatment. © 2011 Royal Society of Tropical Medicine and Hygiene.",2011,,Transactions of the Royal Society of Tropical Medicine and Hygiene,105,8,459-465,,10.1016/j.trstmh.2011.05.003,21536,#371,Agbenorku 2011,"Camille Beatrice Valera (2025-02-04 03:32:41)(Select): burden; barriers to care; Camille Beatrice Valera (2025-02-04 03:22:51)(Select): buruli ulcer treated with antibiotics and surgery which involved excision, skin grafting with or without contracture release; ",Barriers to Care; Ulcers
"Descriptive epidemiological study of burn admissions to the burns intensive care unit of the komfo anokye teaching hospital, kumasi-Ghana, 2009-2016","Agbenorku, P.; Agbenorku, M.; Effah, A.; Bukari, A. R.; Asare, N.","Objective: To determine the trends in burn admissions, and aetiology, severity and mortality of patients admitted to the Burns Intensive Care Unit of the Komfo Anokye Teaching Hospital from May 2009 to April 2016 (7 years). Methods: Patients' data used in this longitudinal and retrospective study were accessed from the records of the Reconstructive Plastic Surgery and Burns Unit. Processed data were depicted in tables and figures as appropriate. Univariate and multivariate analysis and Pearson's rank correlation were used in comparing relevant groups. Data analysis was conducted using Excel version 2013 and SPSS version 17.0. Results: A total of 681 patients, with a male to female ratio of 1.1:1.0, were analysed. The average annual incidence was 97.28 with a progressive decline in incidence. Mortality rate was 24.2%. Majority of the patients were children less than 10 years (43.5%) with scalds as the main aetiology in this group. Open flame was the major aetiology of burns (49.9%). Majority of the patients spent less than 10 days on admission (67.1%). Mean total body surface area was 30.54%. There was correlation between TBSA and disposition, total body surface area and aetiology and number of days in the Burns Intensive Care Unit, total body surface area and aetiology, and aetiology and number of days in the Burns Intensive Care Unit. Conclusions: Children below 10 years were the main victims. There was a shift from scald to open flame burns in this current study. Mean total body surface area and mortality rate have increased. There is urgent need for prevention campaign of flame burn and first aid education on intensive burns.",2017,,Journal of Acute Disease,6,3,112-119,,10.12980/jad.6.2017JOAD_2016_76,19484,#372,Agbenorku 2017,Rachel Wangi (2025-03-01 00:15:08)(Select): burden; ,Burden; Burns
Pediatric burns mortality risk factors in a developing country's tertiary burns intensive care unit,"Agbenorku, P.; Agbenorku, M.; Fiif-Yankson, P. K.","Aim: This study aimed at identifying risk factors related to pediatric burns mortality in a middle income country such as Ghana. Methods: The data for the three years retrospective study (May 2009 - April 2012) was obtained from the pediatric burn admissions records and patients' folders of the Reconstructive Plastic Surgery & Burns Unit (RPSBU), Komfo Anokye Teaching Hospital (KATH), Ghana. Data retrieved included: Demographic features, Total Burned Surface Area (TBSA) incurred; Aetiology of burns; Duration of the admission; Outcome of admission; Part of the body affected and Cost incurred. Ethical approval for this study was obtained from the KNUST-SMS/ KATH Committee on Human Research, Publications and Ethics. Data analyses were performed with SPSS 17.0 version. Results: Information on 197 patients was completely retrieved for the study. Burns mortality rate for the study was identified to be 21.3% (N=42). The mean age of the 42 dead patients was 3.7±0.3 years, ranging from 0-13 years, while, males (54.8%, N= 23) outnumbered females (45.2%, N=19). The TBSA burned interquartile range was 48%. In terms of etiology of burns Scald (73.8%, N=31) was the commonest cause of injury. Mortality risk factors identifed were Age <6 years (P=0.028); Scald especially hot water and soup (P=0.016); TBSA >36% (P=0.028) and Inhalation injury (P=0.040). Conclusion: Age, scald, TBSA and Inhalation Injury were identified as pediatric burns mortality risk factors in a developing country such as Ghana's RPSBU. These identifed factors will serve as a guideline for plastic surgeons and other health professionals practicing in countries such as Ghana.",2013,,International Journal of Burns and Trauma,3,3,151-158,,,20795,#373,Agbenorku 2013,"",Burden; Burns; Children / Pediatric Population
Burn disasters in the middle belt of Ghana from 2007 to 2008 and their consequences,"Agbenorku, P.; Akpaloo, J.; Farhat, B. F.; Hoyte-Williams, P. E.; Yorke, J.; Agbenorku, M.; Yore, M.; Neumann, M.","Aim: To study the survival and mortality trends in four fire disasters in the middle belt of Ghana from 2007 to 2008 and to explore measures that could minimize the risk of future disasters. Methods: Data were collected from clinical records from the Burns Intensive Care Unit and the Casualty Unit of the Komfo Anokye Teaching Hospital, Kumasi, Ghana and from the various disaster sites and the Ghana Police Service. Results: A total of 212 were injured from four burn disasters; 37 (17%) died on the spot; 175 (83%) reported to the Casualty Unit out of which 46 (26%) were admitted. The victims admitted had mean age 24.6 years with male to female ratio 2.3:1; 25 (54%) of the admitted victims died. The average burned surface area of the admitted victims was 63%, with a mean survival rate of 46%. Statistical analysis for mortality when the surface area of the burn was >70% was 0.0005 (P-value). Conclusion: The four petrol-related fire disasters showed variable mortality rates. Death and severe disability of victims of future disasters can be avoided if intensive road accident preventive measures and massive public education are encouraged. © 2010 Elsevier Ltd and ISBI. All rights reserved.",2010,,Burns,36,8,1309-1315,,10.1016/j.burns.2010.03.017,21734,#375,Agbenorku 2010,"Lionel Bernard Dumont (2025-03-06 18:29:33)(Select): I think it's a very important paper in the sense that it goes against what people think, i.e. that in the end only 6% of patients need a skin graft, which is low. To be included; Rachel Wangi (2025-03-05 19:26:33)(Select): includes a few cases of wound debridement and grafting; Camille Beatrice Valera (2025-02-19 00:58:47)(Select): lacking reconstructive surgery data. primarily focused on the burn disasters that occurred (number of victims, TBSA, etc.)

""7% (n = 4) split-thickness skin grafting and wound debridement accounted for 6% (n = 3)"" ; ",Burden; Burns; Post-Traumatic Injuries
"A new era in the management of burns trauma in kumasi, ghana","Agbenorku, P.; Akpaloo, J.; Yalley, D.; Appiah, A.","The aim of the study was to investigate the factors affecting the outcome of treatment of burns patients admitted to the Burns Intensive Care Unit (BICU) of the Komfo Anokye Teaching Hospital, Kumasi, Ghana. Information on patients admitted to the BICU from February 2001 to January 2006 was recorded. Parameters recorded included: admission record and demographics, causes of the injury, burned surface area, laboratory investigations, treatment regime, and record of discharge/death. The data were analysed with SPSS version 12.0 and Spearman's rank correlation. A total of 826 patients were recorded; males (n = 492, 60%) outnumbered females (n= 334, 40%). The mean age was 10.5 ± 5 yr, the majority (n = 441, 53%) in the range 0-10 yr. Flame burns (n = 587, 71%), scalds (n = 209, 25%), and chemicals (n = 19, 2%) were the three significant causes of burn injuries. The mean range of the total body surface area (TBSA) burned was 11-20%; 94% (n = 775) had up to 60% TBSA; 64% (n = 527) had only wound dressings for treatment; 21% (n = 174) had early excision with skin grafting, while 15% (n = 125) had delayed excision with skin grafting. The majority (n = 563, 68%) of the patients stayed for less than 10 days after admission. The mortality rate fell over the years, decreasing drastically between 2001 (20.4%) and 2002 (8.6%) and remaining at single digit level in 2003 (7.6%), 2004 (7.9%), and 2005 (7.4 %). The factors affecting the mortality trends were proper case management, increases in the number of professional medical personnel, and their greater dedication.",2010,,Ann Burns Fire Disasters,23,2,59-66,21991199,,15168,#376,Agbenorku 2010,"",Barriers to Care; Burns
"The direct hospitalization cost of care for acute burns in Lagos, Nigeria: a one-year prospective study","Ahachi, C. N.; Fadeyibi, I. O.; Abikoye, F. O.; Chira, M. K.; Ugburo, A. O.; Ademiluyi, S. A.","Objective. We conducted a prospective study to identify the direct hospitalization cost of managing major acute burns in Lagos, Nigeria, and to determine the factors that influence the cost. Method. All consecutive and consenting patients seen and managed for major burns at the National Orthopaedic Hospital, Igbobi, Lagos, between 1 June 2007 and 31 May 2008 were recruited for the study. A special form designed for the study was used to collect the necessary data. Results. Fifty-two patients were seen during the study period (27 males and 25 females). The ages ranged from 2 months to 69 yr with a mean of 25.4 ± 17.1 yr. The length of hospital stay ranged from 0.3-12 months (mean, 3.2 ± 3.1 months). The average daily cost of treating a patient was ₦ (naira) 8,855 (₦1000 = €4.44) and the average overall cost was ₦209,303.70, with the costs of wound dressings, hospital admission, and surgery constituting respectively 29.5%, 25.7%, and 19.1% of the total amount spent. Conclusion. The length of hospital stay was prolonged in many patients and management methods should be reviewed to reduce this. The cost of managing burns is prohibitive for an average Nigerian. Efforts should be intensified to prevent burn injury and a Special Health Insurance policy should be established to finance burns management.",2011,,Ann Burns Fire Disasters,24,2,94-101,22262967,,15137,#400,Ahachi 2011,"",Barriers to Care; Burden; Burns; Cost
"The socioeconomic impact of burns in Lagos, Nigeria: a one-year prospective study","Ahachi, C. N.; Fadeyibi, I. O.; Chira, M. K.; Abikoye, F. O.; Okpara, C. O.","A one-year prospective study of burn patients presenting to the National Orthopaedic Hospital, Igbobi, Lagos from June 1, 2007 to May 31, 2008 was conducted to evaluate the socioeconomic impact of burn injuries sustained by the patients. A proforma reflecting the various data of interest was the main instrument of the study. The data was subjected to simple statistical analysis. A total of 52 patients with a mean age of 25 ± 17.1 years were studied. There were 27 males and 25 females giving a M:F ratio of 1.1:1. Man-hours were lost by 88.5% of the patients, 55.8% of whom were income earners. About 74% of the patients had returned to work or school at the conclusion of the study. The most common opportunity cost of treatment was a relative stopping work or school. Half of the patients were unsatisfied with their appearance and 26.9% desired cosmetic surgery. Social interactions were normal in 74.5% of the patients and none reported a poor quality of life. The study showed a significant socioeconomic burden from burns. It highlighted the importance of the informal sociocultural support system and the need for formal, well-structured social support systems.",2017,,Ann Burns Fire Disasters,30,3,205-209,29849524,,15272,#401,Ahachi 2017,"",Burns; Cost; DALYs
Spectrum of paediatric surgical cases in a private mission teaching hospital in Nigeria,"Ajao, A. E.; Adeniran, J. O.","Introduction: Establishing the nature of conditions requiring surgery among children in a particular location may be crucial for policy formulation and implementation as regards paediatric surgery. Objective: This study aimed to describe the pattern and outcome of paediatric surgical cases operated upon in a newly established paediatric surgical unit in Nigeria. Subjects and Methods: This was a cross-sectional study of all subjects that were operated upon by the paediatric surgery unit over a 28-month period. Data obtained included age, sex, diagnosis, timing of surgery, post-treatment complications and outcome. Diagnoses were categorised based on the International Classification of Diseases 11th revision for morbidity and mortality statistics. Data analysis was done using Stata version 12. Results: A total of 377 procedures were performed on 336 patients with a male-to-female ratio of 2.1:1. The median age at surgery was 36 months. Disorders of the digestive system (184, 48.8%) and developmental anomalies (119, 31.6%) accounted for majority of the cases, with inguinal hernias and hydrocoeles accounting for 17.0% of all cases. Thirty-six per cent of the procedures were emergent ones, and the overall complication rate was 23.6% (89/377). The unplanned re-operation rate was 7.4% (25/336) and mortality rate was 5.1% (17/336). Typhoid ileal perforation was responsible for 4 (23.5%) of the deaths. Conclusion: Congenital anomalies and surgical infections represent a major surgical burden among children in our sub-region of Nigeria. There is, therefore, the need for focused research on these conditions and the integration of children surgery into public health programmes for children in sub-Saharan Africa.",2022,,African journal of paediatric surgery : AJPS,19,1,18-22,,10.4103/ajps.AJPS_11_21,17060,#467,Ajao 2022,"",Burden; Children / Pediatric Population; Cleft Palate
Epidemiology of adult cleft patients in North-western Nigeria: Our experience,"Ajike, S. O.; Adebola, R. A.; Efunkoya, A.; Adeoye, J.; Akitoye, O.; Veror, N.","Background/Objective: To review cleft lip and palate procedures over a three-year (2008-2010) partnership between the smile train and our organization, the Grasssroot Smile Initiative (GSI). Method: A three-year retrospective study (2008-2010) involving 79 adult patients with clefts. Results: Seventy nine (14.4%) of 550 patients with orofacial clefts seen and treated within a three-year period were adults with age range of 17 to 81 years; mean 31.45 ± 13.09. Majority were between 20 and 39 years. There were 54 (68.4%) males and 25 (31.6%) females, with the male:female ratio of 2.2:1. Analysis of the cleft types/site revealed 35 (44.3%) lip alone, 22 (27.8%) lip and alveolus, 7 (8.9%) lip and palate and 15 (19%) palate alone. Seven (8.9%) of these patients had other relatives with clefts. Sources of information were friends and relatives; 33 (41.8%), radio; 18 (22.8%), charity organization/NGO; 13 (16.5%), hospitals/physicians; 5 (6.3%), and others; 10 (12.7%). 57 patients with lip clefts had surgery under local anesthesia while the remaining 22 patients were done under general anesthesia. All clefts of the lip were repaired using the Millard advancement rotational flap for complete cleft, simple straight line closure for incomplete and double layer closure for the palate. Conclusion: The incidence of adult patients with orofacial cleft is not rare in our community, probably due to limited access to specialized health care facilities, poverty and ignorance. Furthermore, some of these patients are not aware that these facial defects can be repaired. The advent of the smile train organization and free services has resulted in this harvesting phenomenon.",2013,,Annals of African Medicine,12,1,11-15,,10.4103/1596-3519.108243,21084,#474,Ajike 2013,Rachel Wangi (2025-03-05 18:52:31)(Select): burden and surgical capacity; ,Barriers to Care; Burden; Cleft Palate
"Surgical procedures for children in the public healthcare sector: A nationwide, facility-based study in Uganda","Ajiko, M. M.; Kressner, J.; Matovu, A.; Nordin, P.; Wladis, A.; Löfgren, J.","Objective This study investigated the surgical services for children at the highest levels of the public healthcare sector in Uganda. The aim was to determine volumes and types of procedure performed and the patients and the human resource involved. Design The study was a facility-based, record review. Setting The study was carried out at the National Referral Hospital, all 14 regional referral hospitals and 14 general hospitals in Uganda, representing the highest levels of hospital in the public healthcare sector. Participants The subjects were children <18 years who underwent major surgery in the study hospitals during 2013 and 2014. Results The study hospitals contribute with an average annual rate of paediatric surgery at 22.0 per 100 000 paediatric population. This is a fraction of the estimated need. Most of the procedures were performed for congenital anomalies (n=3111, 39.4%), inflammation and infection (n=2264, 28.7%) and trauma (n=1210, 15.3%). Specialist surgeons performed 60.3% (n=4758) of the procedures, and anaesthesia was administered by specialist physician anaesthetists in 11.6% (n=917) of the cases. Conclusions A variety of paediatric surgical procedures are performed in a relatively decentralised system throughout Uganda. Task shifting and task sharing of surgery and anaesthesia are widespread: a large proportion of surgical procedures was carried out by non-specialist physicians, with anaesthesia mostly delivered by non-physician anaesthetists. Reinforcing the capacity and promoting the expansion of the health facilities studied, in particular the general hospitals and regional referral hospitals, could help reduce the immense unmet need for surgical services for children in Uganda.",2021,,BMJ Open,11,7,,,10.1136/bmjopen-2020-048540,17340,#476,Ajiko 2021,"Camille Beatrice Valera (2025-04-18 03:48:37)(Select): small % of CL/CP , burns; ",Burden; Children / Pediatric Population
Prevalence of Paediatric Surgical Conditions in Eastern Uganda: A Cross-Sectional Study,"Ajiko, M. M.; Weidman, V.; Nordin, P.; Wladis, A.; Löfgren, J.","BACKGROUND: The role of surgery in global health has gained greater attention in recent years. Approximately 1.8 billion children below 15 years live in low- and middle-income countries (LMIC). Many surgical conditions affect children. Therefore, paediatric surgery requires specific emphasis. Left unattended, the consequences can be dire. Despite this, there is a paucity of data regarding prevalence of surgical conditions in children in LMIC. The present objective was to investigate the prevalence of paediatric surgical conditions in children in a defined geographical area in Eastern Uganda. METHOD: A cross-sectional study was carried out in the Iganga-Mayuge Health and Demographic Surveillance Site located in Eastern Uganda. Through a two-stage, cluster-based sampling process, 490 households from 49 villages were randomly selected, generating a study population of 1581 children. The children's caregivers were interviewed, and the children were physically examined by two medical doctors to identify any surgical conditions. RESULTS: The interview was performed with 1581 children, and 1054 were physically examined. Among these, the overall prevalence of any surgical condition was 16.0 per cent (n = 169). Of these, 39 per cent had an unmet surgical need (66 of 169). This is equivalent to a 6.3 per cent prevalence of current unmet surgical need. The most common groups of surgical condition were congenital anomalies and trauma-related conditions. CONCLUSION: Surgical conditions in children are common in eastern Uganda. The unmet need for surgery is high. With a growing population, the need for paediatric surgical capacity will increase even further. The health care system must be reinforced to provide services for children with surgical conditions if United Nations Sustainability Development Goal 3 is to be achieved by 2030.",2022,,World journal of surgery,46,3,701-708,,10.1007/s00268-021-06378-9,16910,#477,Ajiko 2022,"Saidu Ahmad Idris (2025-01-15 20:02:17)(Select): Includes prevalence of relevant reconstructive and plastic surgical  cases like Club foot, cleft palate Wounds, skin tags and lipoma; ",Burden; Burden of Reconstructive Surgeries; Children / Pediatric Population; Cleft Palate; Clubfoot
