Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Assessment of emergency and essential surgical service in primary hospitals of South Gondar zone, Amhara region, Ethiopia, 2019","Alemayehu, T. Y.; Boled, A. T.; Taye, M. G.; Kibret, S.; Habtie, M. F.","Introduction: Surgical service at the first level referral hospitals are an important aspect of comprehensive health care. Surgical disease has been estimated to constitute 11% of the total global burden of disease, of which a substantial fraction unfortunately remains unmet in resource limited area. Surgical volume is large and continues to grow in all economic environments, yet many low-income countries fail to achieve basic levels of surgical service. Objective: The objective of this study was to evaluate the capacity of emergency and essential surgical service in primary hospital facilities of south Gondar zone in Amhara regional state. Design: A cross sectional survey was employed in seven primary hospitals of south Gondar zone. Material: The WHO tool for situational analysis to assess emergency and essential surgical care was employed to capture a health facility's capacity to perform basic surgical (including obstetrics and trauma) and anesthesia interventions by investigating four categories of data: infrastructure, human resources, interventions available and equipment. The tool queried the availability of eight types of care providers, 35 surgical interventions and 67 items of equipment. Result: Of the 35 basic interventions listed in the tool, 51.4% basic interventions including caesarean section were available at all facilities. Averaging of 51 beds per facility was reported. The mean distance travelled prior to admission was 42 km. A total of 170 healthcare providers were reported in the seven facilities. This survey found that essential equipment was not consistently available at all of the facilities. Conclusion: Discrepancies in infrastructure, human resources, service provision, and essential equipment and supplies demonstrate the significant gaps in capacity of hospitals to deliver emergency and essential surgical care and effectively addressing the increasing surgical burden of disease and injury in south Gondar zone primary hospitals. (C) 2020 The Author(s). Published by Elsevier Ltd on behalf of Surgical Associates Ltd.",2020,,Int. J. Surg. Open,23,,35-38,WOS:000519627600006,10.1016/j.ijso.2020.02.003,23342,#602,Alemayehu 2020,Camille Beatrice Valera (2025-02-12 00:31:09)(Select): nice general overview of surgical capacity of hospitals in Ethiopia. also includes table with procedures possible/not possible based on availability of supplies/personnel/etc.; ,Barriers to Care
Potential economic benefit of cleft lip and palate repair in sub-Saharan Africa,"Alkire, B.; Hughes, C. D.; Nash, K.; Vincent, J. R.; Meara, J. G.","BACKGROUND: Acceptance of basic surgical care as an essential element of any properly functioning health system is growing. To justify investment in surgical interventions, donors require estimates of the economic benefit of treating surgical disease. The present study aimed to establish a methodology for valuing the potential economic benefit of surgical intervention using cleft lip and palate (CLP) in sub-Saharan Africa (SSA) as a model. METHODS: Economic modeling of cleft lip and cleft palate (CLP) in SSA was performed with retrospective demographic and economic data from 2008. The total number of Disability-Adjusted Life-Years (DALYs) secondary to CLP in 2008 was calculated from accepted clefting incidence rates and disability weights taken from the Global Burden of Disease Project. DALYs were then converted to monetary terms ($US), using both a human capital approach and Value of a Statistical Life (VSL) approach. RESULTS: With the human capital approach, the potential economic benefit if all incident cases of CLP in SSA in 2008 were repaired at birth ranged from $252 million to $441 million. With VSL, the potential economic benefit of the same CLP repair would range from $5.4 billion to $9.7 billion. CONCLUSIONS: Cleft lip and cleft palate can have a substantial impact on the economic health of countries in the developing world. Further studies should be directed at quantifying the economic benefit of surgical interventions and quantifying their costs with an economically sound approach.",2011,,World J Surg,35,6,1194-201,21431442,10.1007/s00268-011-1055-1,13516,#662,Alkire 2011,Camille Beatrice Valera (2025-02-11 05:25:47)(Select): DALYs re: CLP; Rachel Wangi (2025-02-11 00:38:37)(Select): discusses the cost of Reconstructive surgeries; ,Cleft Palate
[Keloid scars on black skin: myth or reality],"Allah, K. C.; Yéo, S.; Kossoko, H.; Assi Djè Bi Djè, V.; Richard Kadio, M.","The keloid scar is a thick skin or the cornea of man, due to excessive accumulation of type I collagen in the dermis. Morbidity of the keloid is high, given the frequent recurrences and unpredictable. African blacks and Asians are most affected. The purpose of this study was to analyze the results of treatment of 149 cases of keloids and discuss the reality of keloids in the dark. PATIENTS AND METHODS: From 1990 to 2011, 98 patients were supported for 149 keloid tumors. RESULTS: Seventy-eight adults (79.6%) and 20 children (20.4%) were received. Sixty-four women (65.3%) and 34 men (34.7%) were supported, including 94 blacks (96%) and four redheads (4%). The average age was 25 years with extremes of 2 years and 54 years. The trauma was the dominant etiology in 63.1% of cases. The infection, burns and surgery were implicated in 16.8%, respectively, 15% and 4.7% of cases. The cephalic end, was the seat of choice for keloids, with 84 cases or 56.4%. The ear has been the preferred unit in 38 cases, or 25.5%. The body, legs and genital area were the site of keloids, respectively, in 22.8%, 17.5%) and 3.3% of cases. Keloidal field was found in 24.5% of our cases. The reasons for consultation were the disgrace aesthetics (56.4%), pain (65%), households suppurative intrakeloidal (44.9%), functional impairment (40.8%), and the psychological impact minor (15.3%) and no major suicide attempt (66.3%). Two surgical techniques were used: total excision (TE), with total skin graft immediate or deferred, or not expanded, and intrakeloid excision (IKE) with suture surgery was associated with intra-lesional steroids. Many complications have favored the occurrence of early or late recurrence in 100% of our cases. CONCLUSION: The keloid is not a homogenous biological entity. Its prevalence is higher among black and yellow, and lowest among whites. The research results are still being evaluated. The best prevention is to avoid the scar itself.",2013,,Ann Chir Plast Esthet,58,2,115-22,22542368,10.1016/j.anplas.2012.02.005,14293,#665,Allah 2013,Sabina Rodriguez (2025-02-11 08:34:59)(Select): Provides a clear table indicating the frequency of the keloids. Also clearly mentions that the cases were taken into the plastic surgery unit.; ,Burns; Skin Conditions; Trauma
"Utilising community volunteers can increase the detection and referral of Buruli ulcer cases in endemic communities in Southeast, Nigeria","Alo, C.; Okedo-Alex, I. N.; Akamike, I. C.; Agu, A. P.; Okeke, I. M.; Amuzie, C. I.; Alo, N. C.","Background: Buruli ulcer (BU) is a debilitating neglected tropical disease which causes disability and mostly affects inhabitants in impoverished settings where access to medical care is challenging. This study aims to determine the effect of training community members as volunteers for or in the detection and referral of people who have Buruli ulcer to the hospital. Methods: The following study is a before and after study in the BU-endemic Local Government Areas (LGA) of Ebonyi State. A cluster random sampling technique was used to select 90 volunteers from three LGAs (30 from each LGA). In each LGA, the volunteers underwent a one-day training and six months field work to identify all those who have any form of ulcer on any part of their bodies. A short questionnaire was used to capture socio-demographic characteristics of the patient, site of the ulcer, duration of the ulcer, initial appearance of the ulcer, referral to hospital, result of laboratory investigation, and treatment received. The data was analysed using the Statistical Package for Social Sciences (SPSS) for Microsoft Windows version 20 software. The Z test statistic was used to compare the number of referred BU patients before and after the intervention by LGA. The Chi square test was used to examine the association between the dependent and independent variables. Results: The mean age of volunteers was 39 ± 9.5 while mean age of the patients was 42.3 ± 17.1. Most of the ulcers were on the legs (79.4%) and lasted 1–5 years (65.6%). There was a significant increase in the proportion of BU suspects identified by the community volunteers in all 3 LGAs (Afikpo north (p = < 0.001), Abakaliki (p = 0.02), Ikwo (p = 0.001). The duration of the ulcer was associated with the detection and referral of the patients with higher levels of detection and referral among those whose ulcer had lasted 1–5 years in two of the LGAs (P < 0.001). Conclusion: We recommend that program managers and stakeholders integrate and scale up the services of trained community health volunteers for the rapid detection of Buruli ulcer cases in rural endemic communities. Awareness and sensitization campaigns on BU preventive measures should be intensified.",2022,,"Tropical Diseases, Travel Medicine and Vaccines",8,1,,,10.1186/s40794-022-00181-7,16469,#687,Alo 2022,"Sabina Rodriguez (2025-01-22 05:46:58)(Select): Mainly focuses on impact of training volunteers to detect and refer BU cases. Does report on number of BU cases detected. ; Rachel Wangi (2025-01-17 21:51:31)(Select): Burden of reconstructive surgical conditions, and improved access to care due to involvement of community volunteers.; ",Ulcers
"Prospective Outcomes of Noma Facial Reconstructive Surgery in Sokoto, Nigeria","Amirtharajah, M.; Olaleye, M.; Oluyide, B.; Lenglet, A.; Ariti, C.; Farley, E.; Winters, R.; Taiwo, A. O.; Shaye, D. A.","Background: Noma is a gangrenous infection of the face that results in severe facial deformity, occurring primarily in malnourished and impoverished populations. Objective: To assess clinician- and patient-reported outcomes (PROs) before and after reconstructive surgery for patients with noma in northwest Nigeria. Methods: Objective outcomes were recorded using the noma-specific NOITULP (nose, outer cheek, inner cheek, trismus, upper/lower lip, particularities) classification system. PROs were recorded using a locally developed tool. Postsurgical changes were assessed by Wilcoxon signed-rank testing. Linear regression was used to look for associated risk factors. The inter-rater reliability (IRR) of the NOITULP score was assessed using the weighted kappa statistic. Results: Forty-nine patients (median age 25 years, 71% male) underwent local/regional flap reconstruction and/or trismus release. Twelve complications were reported. Univariate analysis showed a 3.20 change in PRO score (95% confidence interval 0.59 to 5.81, p = 0.018) per kilogram the patient underwent at time of surgery. The NOITULP score improved from a presurgery median of 3.5 to 2.3 (p < 0.0001), however, the IRR was poor (kappa = 0.0894, p < 0.0001). The PRO score also improved from a median of 7.0 to 12.0 (p < 0.0001). Conclusions: Facial reconstructive surgery improves the NOITULP score and PROs in patients with noma in northwest Nigeria. Clinical Trial Registration: OCA017-63.",2024,,Facial plastic surgery & aesthetic medicine,26,4,488-496,,10.1089/fpsam.2023.0079,15532,#769,Amirtharajah 2024,"",Noma
Challenges of anaesthesia in the management of the surgical neonates in Africa,"Amponsah, G.","Africa has one of the highest neonatal mortalities in the world, for which the commonest causes do not include surgical conditions such as some congenital anomalies that are amenable to surgery but are not often operated on because of a number of challenges. These challenges include cultural beliefs and practices, dearth of human resource capacity, inadequate laboratory and imaging support and lack of consumables and intensive or high dependency care facilities. Some of these challenges will be examined and highlighted using the acronym ""ASKS"" in this article.",2010,,African Journal of Paediatric Surgery,7,3,134-139,,10.4103/0189-6725.70410,21770,#781,Amponsah 2010,Camille Beatrice Valera (2025-01-27 22:07:59)(Select): barriers to care; ,Barriers to Care
An audit of mandibular defect reconstruction methods in a Nigerian Tertiary Hospital,"Arotiba, J. T.; Obimakinde, O. S.; Ogunlade, S. O.; Fasola, A. O.; Okoje, V. N.; Akinmoladun, V. I.; Sotunmbi, P. T.; Obiechina, E. A.","To audit methods of mandibular defect reconstruction used in our institution. A retrospective study of mandibular bone reconstruction at the University College Hospital Ibadan between January 2001 and December 2007. Relevant records were retrieved from patients' case notes and operation register. Comparative analysis of various methods of reconstruction was done by assessing treatment outcomes such as restoration of continuity and stability, graft infection, extrusion and fractures. Only 65 of the 82 patients that had mandibular continuity defect during the study period had reconstruction. Ameloblastoma accounted for 67% [n=55] of pathologies that required mandibular resection. Methods of reconstruction included non vascularised iliac bone anchored with either stainless steel wire (NVIBw) [n=38] or titanium plate (NVIBp) [n=9], titanium reconstruction plate [n=4] Steinman pin [n=12], rib graft [1] and acrylic plate temporisation [n=1]. The findings showed that titanium plate and NVIBp had the least complications in terms of infection, graft extrusion, fracture and wound dehiscence. NVIBw and Steinman pin had the highest infection rates. We recommend the use of NVIBp and titanium reconstruction plate as they have the least complication rate. We also advocate future prospective study.",2011,,The Nigerian postgraduate medical journal,18,3,172-176,,,21518,#916,Arotiba 2011,Camille Beatrice Valera (2025-01-28 22:50:18)(Select): disaggregated mandibular continuity defects; ,Maxillo-facial surgery
Predictors of household direct cost of burn injury in adult patients at a tertiary healthcare facility in Ghana: an analytical cross-sectional study in Korle-Bu Teaching Hospital,"Aryee, G.; Aborbi, V. M.; Essuman, R.; Pereko, J.; Djagbletey, R.; Darkwa, E. O.","INTRODUCTION: treatment of severe burn injury generally requires enormous human and material resources including specialized intensive care, staged surgery, and continued restoration. This contributes to the enormous burden on patients and their families. The cost of burn treatment is influenced by many factors including the demographic and clinical characteristics of the patient. This study aimed to determine the costs of burn care and its associated predictive factors in Korle-Bu Teaching Hospital, Ghana. METHODS: an analytical cross-sectional study was conducted among 65 consenting adult patients on admission at the Burns Centre of the Korle-Bu Teaching Hospital. Demographic and clinical characteristics of patients as well as the direct cost of burns treatment were obtained. Multiple regression analysis was done to determine the predictors of the direct cost of burn care. RESULTS: a total of sixty-five (65) participants were enrolled in the study with a male-to-female ratio of 1.4: 1 and a mean age of 35.9 ± 14.6 years. Nearly 85% sustained between 10-30% total body surface area burns whilst only 6.2% (4) had burns more than 30% of total body surface area. The mean total cost of burns treatment was GHS 22,333.15 (USD 3,897.58). Surgical treatment, wound dressing and medication charges accounted for 45.6%, 27.5% and 9.8% of the total cost of burn respectively. CONCLUSION: the direct costs of burn treatment were substantially high and were predicted by the percentage of total body surface area burn and length of hospital stay.",2024,,Pan Afr Med J,48,,9,38946741,10.11604/pamj.2024.48.9.38266,13650,#924,Aryee 2024,"",Burns; Cost
PATTERNS AND OUTCOMES OF PEDIATRIC BURN INJURIES IN A TERTIARY HOSPITAL's BURN UNIT,"Asefa, L.; Abebe, M. W.; Negussie, A. G.","Introduction: Burn is skin and tissue damage caused by various agents such as fire, scalds, electricity, chemicals, or radiation injuries. Globally, burn injuries pose a substantial public health challenge, with a high risk of mortality and morbidity, accounting for over 310,000 annual deaths. Nearly 75 % of burns in young children result from scald burns and infants have the highest mortality rates. Factors such as large surface area of burn, inhalational injury, poverty, and the presence of sepsis contribute significantly to mortality and morbidity in burns. Objective: To assess the pattern of presentation of pediatric burn injuries and their management outcomes. Methods: A hospital-based retrospective cross-sectional study was conducted. Data were extracted from patient charts, cleaned, coded, checked for completeness, and entered into SPSS version 25 for analysis. Descriptive statistics and logistic regression were used for data analysis, and graphical presentations were utilized to present the result findings. Results: Among the 218 paediatric burn patients admitted to the Addis Ababa Burn, Emergency and Trauma Hospital's burn unit, 71.1 % had sustained scald burns due to hot water splashes, while 20.2 % of the patients were admitted due to flame burns. Superficial partial thickness burns occurred in 53.6 % of the patients, with the upper extremity and trunk being the most commonly affected sites. Approximately 38.2 % of the patients developed acute complications, with sepsis of the wound focus being the most common. Chronic complications occurred in 30.7 % of patients, primarily in the form of post-burn contractures. A mortality rate of 3.2 % was observed during the admission period with 2.3 % of deaths occurring in children under 5 years and those with major burns. Conclusion & Recommendation: The primary causes of burns in the pediatric age group are predominantly preventable scalds. Children, especially when unsupervised at home, particularly in kitchens, demand meticulous attention and care to mitigate the risk of burn injuries.",2024,,Burns Open,8,2,87-91,,10.1016/j.burnso.2024.02.002,15639,#936,Asefa 2024,Camille Beatrice Valera (2025-02-04 04:27:27)(Select): burden --> burns + data re: % surgical interventions; ,Burden; Burns
"A prospective study of burns trauma in children in the University of Calabar Teaching Hospital, Calabar, south-south Nigeria","Asuquo, M. E.; Ekpo, R.; Ngim, O.","Background: Burns are among the most devastating injuries seen in the emergency units. The epidemiology varies from one part of the world to another. This communication is a 3-year report of burns in children in an attempt to provide information on the current epidemiology of burns in this centre. Method: Children admitted into the University of Calabar Teaching Hospital, Calabar with burns were prospectively studied from February 2005 and January 2008. Results: There were 56 patients (28 males and 28 females). The ages ranged from 9 days and 14 years (mean 3.5 years) and 19 (73.1%) were preschool children. There were 39 (69.6%) who sustained scald injuries while 17 (30.4%) suffered flame injuries. Twenty-six (46.4%) patients sustained burns with total burn surface area above 10%. Conclusion: Education of the public on burns prevention based on the factors highlighted, establishment of burns support groups dedicated to publicity on prevention and provision of financial aid would sustain strategies when adopted. © 2008 Elsevier Ltd and ISBI.",2009,,Burns,35,3,433-436,,10.1016/j.burns.2008.07.007,22123,#979,Asuquo 2009,Camille Beatrice Valera (2025-01-21 03:44:28)(Select): burden --> burns; ,Burns; Children / Pediatric Population
The orthopaedic needs of children in Rwanda: results from a national survey and orthopaedic service implications,"Atijosan, O.; Simms, V.; Kuper, H.; Rischewski, D.; Lavy, C.","BACKGROUND: When faced with developing orthopaedic services for children in Sub-Saharan Africa, there is little objective evidence-based data on the magnitude and type of services needed. Rwanda is a small country that is in the process of developing orthopaedic and rehabilitation services, and its Ministry of Health supported a survey that would provide information necessary for planning such services. METHODS: A national survey of musculoskeletal impairment (MSI) prevalence was undertaken. Of a population of 8.4 million, 8368 people were enumerated. Four thousand one hundred thirty-four were aged 16 years or less. Cases who failed a screening test for MSI were examined, allocated a diagnostic category, and assessed as to treatment needed. RESULTS: Of 4134 people aged 16 years or less who were enumerated, 3526 (85%) were screened and 91 had MSI, giving a prevalence of MSI among children of 2.58% (95% confidence interval; 2.06-3.10). Twenty-three percent of MSIs were a result of congenital deformity, 14% neurologic conditions, 12% trauma, 3% infection, and 46% other acquired pathology. Of the MSIs, 56.7% were mild, 37.8% moderate, and 5.6% severe. Extrapolated treatment needs suggest that 2% of Rwandan children (approximately 80,000) need orthopaedic physical therapy, 1.2% (50,000) need orthopaedic surgery, and approximately 10,000 need orthopaedic appliances. CONCLUSIONS: These results will be of use in planning future paediatric orthopaedic services in Rwanda, and for comparative studies in other low-income countries.",2009,,J Pediatr Orthop,29,8,948-51,19934715,10.1097/BPO.0b013e3181c18962,13575,#988,Atijosan 2009,"Rachel Wangi (2025-01-28 21:20:09)(Select): Table 1 lists a number of congenital malformations that require reconstructive surgeries, in line with our mandate, however surgeries were not conducted This points to the burden of reconstructive surgeries.; ",Burden of Reconstructive Surgeries; Burns; Congenital Malformations
Mortality Pattern in Surgical Wards of a University Teaching Hospital in Southwest Nigeria: A Review,"Ayoade, B. A.; Thanni, L. O.; Shonoiki-Oladipupo, O.","Background There are many reports from different parts of the world addressing different aspects of surgical mortality. There are few reports from our country, however, and most of them have dealt with mortality in the emergency room. The aim of this study was to determine the prevalence of mortality associated with surgical care and the trends in prevalence of surgical mortality. We used our results as benchmarks to identify areas of improvement. Methods The records of all patients who died during admission for surgical care in Olabisi Onabanjo Teaching Hospital Sagamu between January 2006 and December 2010 were studied retrospectively. Relevant data were extracted, including demographics, surgical diagnosis, co-morbid conditions, length of hospital stay, surgical procedure performed, outcome of treatment, and date of death. Results were analyzed with Statistical Package for Social Sciences version 15. Results The total admission in the surgical wards for 2005-2010 was 5,444, with a total of 2,217 surgical operations carried out during the same period. There were 277 (5.09 %) deaths (165 male and 112 female patients). Of 277 deaths, only 170 case notes (61 %) were available for review. Primary causes of death were classified as cancer (50 deaths, 29.4 %), trauma (66, 38.8 %), infection/inflammatory (16, 9.4 %), and other (38, 22.4 %). Surgical operations were performed in 60 (35.3 %) of the patients who died. No surgery was done in 110 (64.7 %) of those who died. Conclusions The pattern of surgical mortality is not directly related to surgical procedures as most of the deaths occurred in the nonoperative care group. Trauma-associated deaths topped the list.",2013,,World J.Surg.,37,3,504-509,WOS:000317359100004,10.1007/s00268-012-1877-5,23590,#1040,Ayoade 2013,"",Burden of Reconstructive Surgeries
